backend,benchmark,problem,candidate_id,generation,strategy,g_A,g_P,g_T,code_file_path,canonical_sha256,canonical_chars,embedding_norm,qwen_pc0,qwen_pc1,qwen_pc2,qwen_pc3
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,5963ae67-3eef-41ae-a81d-827a3d3adfa0,0,initial,0,0.991606217617,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen0/Prob116_m2014_q3_sample3_initial/code.sv,f1e42e6ec20f00fa7bd476b5155f87370079fa22a0119e5ae8f138c1a5d34f0d,196,1.000468135,0.446947515,-0.025718570,0.105610490,0.017742410
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,18facc69-1e69-4b8b-b2ac-d3772e3012d1,0,initial,0.2,0.991554404145,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen0/Prob116_m2014_q3_sample6_initial/code.sv,5e209dee869fc8124b98169fef793127b0fcf84d61e408c5a147791169f05759,231,1.003702044,0.465286046,0.020846598,0.094895497,-0.008160447
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,83c5fa80-5ef1-46d4-b6b2-ecb1a2351705,1,M-F,0.4,0.99310880829,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen1/Prob116_m2014_q3_sample5_M-F/code.sv,90022e98e03f39a311274949fe384fe18a61bb89feb3238a7b170f89494ad953,163,1.001276612,0.435350627,-0.030281786,0.120132670,0.030604048
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,b13490d4-57aa-48ce-8b7d-9314ae22dee4,1,M-I,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen1/Prob116_m2014_q3_sample6_M-I/code.sv,d9f9352c7ff9ca7f8848047bb09a52bef83799382ba46f9802238dbd3b20fc4b,286,1.001859665,0.392074108,0.015418448,0.093182996,-0.002679868
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,c6ab0872-f7b7-4026-ad07-c7f6496134e0,1,M-S,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen1/Prob116_m2014_q3_sample7_M-S/code.sv,86a1ddff7b19987daac8ff6dda068aa2f7eb6c9f8afdf09065f50f2e1353ce7c,159,0.999129474,0.321076542,0.010918891,0.120539486,-0.036599554
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,f9ad1d33-1b48-487b-9953-f4c459377cd6,1,M-R,0.2,0.991554404145,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen1/Prob116_m2014_q3_sample8_M-R/code.sv,7f06f50830a31ddf52dd99d2f2d58ac18e9350a85c7c5c55df707a0ea226e78f,306,1.000196338,0.377089947,0.033887569,0.103898779,-0.017777774
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,d0c2a817-1f3f-48d0-9dcf-6e1968566b64,2,M-F,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample1_M-F/code.sv,29224e6dbdce88c3feddd78986fc79167c0440963ebeed7ad996b72376022fee,288,0.998737812,0.409287423,0.024993118,0.096710533,-0.008321275
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,63c9c15e-077d-4b72-ad00-64c1360da0fc,2,C-F,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample2_C-F/code.sv,5277543da97741c26229d3ddd06ae34d875cb8e5c7944018b82740eca7a7e053,187,1.002082944,0.334438503,0.052158631,0.120924607,-0.056183375
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,6ac113eb-7a8c-4891-b48a-306d65f50dfe,2,M-E,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample3_M-E/code.sv,55c8eacd85ac84fdc614aa7b20c003e7d09f82410e282f8ebbc5a93e20cd68a8,166,1.002211690,-0.016756792,0.070176557,-0.030004332,0.036562610
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,10768610-48b2-465a-9f81-ded29318330a,2,C-F,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample4_C-F/code.sv,f3b5a853a04c31147d1c51605462aa9d6b7623c4c6c44a2d5d95dc8d3f40c711,189,0.999758482,0.337724119,0.042251911,0.134216070,-0.061293446
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,7954fae9-1048-427b-a93d-cc609cc36ebb,2,C-F,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample5_C-F/code.sv,9355d7b218d95e72bd0de0ff6f550588cccc268f50d6f1712f06d805ded96a36,213,0.998386800,0.341231942,0.048200011,0.120146126,-0.056338646
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,dec61105-a70b-4b05-b9f8-d84c6d0d2dc6,2,C-F,0.4,0.99310880829,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample6_C-F/code.sv,295cdb6c55393c7e5e323d2420addf85c296efe21ca2996ba1b63ca375a4fc5b,191,1.003313303,0.411374003,0.004804165,0.141011789,0.010073684
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,47a6b5de-6499-448a-b653-749fc233c3a4,2,C-F,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample7_C-F/code.sv,f3b5a853a04c31147d1c51605462aa9d6b7623c4c6c44a2d5d95dc8d3f40c711,189,0.999758482,0.337724119,0.042251911,0.134216070,-0.061293446
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,c11d6ab9-a4d1-48b2-939c-f4e933df38b7,2,C-F,0.4,0.99310880829,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen2/Prob116_m2014_q3_sample8_C-F/code.sv,7d5d9b12f752597857cfb9c11dbc0da43f6eb59873eb952c0742608c0d8aa45d,209,1.002191067,0.400740236,-0.014608033,0.141655475,-0.011674929
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,e3026518-5869-4876-b156-f1562354f4af,3,M-E,0.4,0.993212435233,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample1_M-E/code.sv,68bf274367d62eb3cd98635e13c0cfabb0f6dee82c711bc0f10c8e172d8068be,271,0.998065352,-0.077903420,0.025311481,0.120534845,-0.134970248
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,edfddab7-b883-4015-8717-d1049c905104,3,M-S,0.4,0.99310880829,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample2_M-S/code.sv,295cdb6c55393c7e5e323d2420addf85c296efe21ca2996ba1b63ca375a4fc5b,191,1.003313303,0.411374003,0.004804165,0.141011789,0.010073684
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,99964e42-27bb-4fd8-9453-289af2372222,3,M-R,0.4,0.99310880829,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample3_M-R/code.sv,90022e98e03f39a311274949fe384fe18a61bb89feb3238a7b170f89494ad953,163,1.001276612,0.435350627,-0.030281786,0.120132670,0.030604048
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,ff3d15be-fed1-420a-a3f2-a9188f794bf5,3,M-E,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample4_M-E/code.sv,7de1dada267d0cb41d10bf4f6db18ef8d00bf28dd97ff1bafd99141cb85c7820,351,0.999394417,0.232752621,0.016771043,0.065543227,-0.092237845
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,d00f46b6-4c1e-4241-af01-a86596dfccde,3,M-R,0.2,0.990725388601,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample5_M-R/code.sv,5086e475311a994f03af7e0a68cfc47e4d666ed4f6b53502d1e790fb4f61a6ac,180,0.998492897,0.447585404,-0.023677152,0.106922157,0.009280352
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,77dcdee5-2e5c-4f5c-91bd-97f3eb195ed0,3,M-R,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen3/Prob116_m2014_q3_sample7_M-R/code.sv,4ea47991570c3e959e27fb6848f6a432456c1966cbd64717226e069b2ce295e4,180,1.000865817,0.450865179,-0.001264292,0.100432307,0.006341466
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,dbc92daf-3b54-4dd7-ac8e-eb4eca44e8d3,4,M-I,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen4/Prob116_m2014_q3_sample4_M-I/code.sv,2e058e2ea84e5eab2758ac60c58646a8f5dbcf59ca74ba5ae747c1c87312de6b,475,1.000097990,0.065637209,0.138020784,0.029706867,-0.082633302
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,a75a5215-7880-476e-a080-881e3495cf3b,4,M-R,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen4/Prob116_m2014_q3_sample5_M-R/code.sv,29224e6dbdce88c3feddd78986fc79167c0440963ebeed7ad996b72376022fee,288,0.998737812,0.409287423,0.024993118,0.096710533,-0.008321275
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,4c5fbf43-c98a-45d0-ae01-8546ec949b2f,4,M-R,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen4/Prob116_m2014_q3_sample8_M-R/code.sv,87a185b3c911b23798c26665ea4a4956bdb6efea645ebe4b16409cc5fe8d317d,340,1.003422737,0.335294932,0.044681653,0.065443739,-0.006597068
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,6651e006-4428-4af0-8a87-47124adee267,5,C-F,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample1_C-F/code.sv,4ea47991570c3e959e27fb6848f6a432456c1966cbd64717226e069b2ce295e4,180,1.000120997,0.450138867,-0.000329046,0.102272347,0.007382651
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,a454f604-1179-4243-ae0f-564252f71bf4,5,C-F,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample2_C-F/code.sv,a61000ce959ea69cfb42c1d09fdb4a388b0ac937d9a7fce833e301df0aa5f5c8,208,0.998434961,0.431152403,0.031652998,0.118532479,-0.004367661
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,3ee9136f-dbfa-4b26-9adc-3ec02f121d6d,5,M-S,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample3_M-S/code.sv,4ea47991570c3e959e27fb6848f6a432456c1966cbd64717226e069b2ce295e4,180,1.000120997,0.450138867,-0.000329046,0.102272347,0.007382651
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,c33f3516-c84e-4ab2-a302-9e96994d6af5,5,M-R,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample4_M-R/code.sv,fa572ff12634e43204006656dfdea1742988285f00a9a188d17ae99f0986d100,232,0.999950051,0.444804728,0.011782911,0.093679070,0.024273673
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,329b51d3-4c91-4f82-823f-750e7262532a,5,M-S,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample5_M-S/code.sv,523b4a94dffaae6613bf3442f60fe1f3db46bcb1af76aef6a66399cbb218b1b1,177,1.000309706,0.461709440,-0.004633273,0.099216819,0.015925795
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,c9f8e216-192c-498e-83cf-423912b55ee8,5,M-S,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample6_M-S/code.sv,c409607b8bf5cfcedced4bdad9425cd2ba282331732d9de2d36aad5d1495e5b5,179,1.001943469,0.448078811,-0.002751335,0.106131040,-0.004958425
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,4164b9c4-6b82-4439-b0aa-fd163862eaa5,5,M-S,0.4,0.996056994819,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/Gen5/Prob116_m2014_q3_sample8_M-S/code.sv,4ea47991570c3e959e27fb6848f6a432456c1966cbd64717226e069b2ce295e4,180,1.000120997,0.450138867,-0.000329046,0.102272347,0.007382651
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,f32b0f5f-797f-441d-8043-c499188e436e,0,initial,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen0/Prob135_m2014_q6b_sample1_initial/code.sv,eda643fbe90f2925e37407a920f7c5c9b8681296e1f90eda77a4d33500ac457a,213,0.998259485,0.463050306,-0.047454081,0.081933960,0.020748965
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,b76c7825-4891-4107-b6dd-1ea18b0c0972,0,initial,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen0/Prob135_m2014_q6b_sample4_initial/code.sv,85a14dc7d2ab6b4ca4198b3699e3ff8297a47a94d6ccf751986f510f5d8bbaf3,289,0.999908030,0.401872456,-0.008902431,0.073626451,-0.004816771
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,e7f9f9bd-2707-4fc3-af37-ebf132fb6682,0,initial,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen0/Prob135_m2014_q6b_sample6_initial/code.sv,20d982a34c022598534cbce1ca2d629dbf282b233854599d53e24e7cb8b53c52,277,0.998347878,0.467670619,-0.032027707,0.089418381,0.010857909
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,ddf68436-bf2d-4b92-8d27-58051ed5fffd,1,M-E,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample1_M-E/code.sv,e15c9963791be809475680591d08ef59845877d1ff3f99e23a8d286552d1fb6b,289,0.998202980,0.398023576,-0.003152911,0.078060880,-0.004582540
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,5ff4bc89-85d5-48be-9a93-ac56aa92096f,1,M-S,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample2_M-S/code.sv,e12b58efb576a2d6d3768ac806220de95a7c1aebb7eec713617f0a45aea32339,213,0.999470413,0.450260669,-0.052251782,0.084335417,0.027541175
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,beff10ee-0651-4d47-9407-5371545fc070,1,M-F,-0.2,0.990852017937,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample3_M-F/code.sv,9c8e64eb7dd723c90127281cd5dd61aa8bffe0445711923aff0e1899c5625308,213,0.999586821,0.438862979,-0.041993715,0.090435438,0.015608371
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,e5d02fe2-4819-4d3a-becb-a3dcbf2952ef,1,M-R,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample4_M-R/code.sv,b377156b40cf41be890daafa3f4c68e578f717726b034aacd6fad01cc50cdd98,259,0.998183727,0.463818938,-0.043039199,0.095910005,0.032872777
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,9619b30d-0c9f-4e92-8e8d-72871c0eddb3,1,M-I,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample5_M-I/code.sv,e12b58efb576a2d6d3768ac806220de95a7c1aebb7eec713617f0a45aea32339,213,0.999470413,0.450260669,-0.052251782,0.084335417,0.027541175
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,a11e3bf4-c92b-468b-8143-343650ff016d,1,M-E,-0.2,0.989372197309,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample7_M-E/code.sv,af6c91a08c0ef52579a83afbd37173742072a141f673eeae07ec51b61bd9689c,235,0.999131560,0.036680795,0.052605264,-0.038544219,0.054495141
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,c5945933-7443-42e4-aad8-571eee461244,1,M-R,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen1/Prob135_m2014_q6b_sample8_M-R/code.sv,fec7c2596ad2fb928328eb799d1b0ff9059a4d06a2298da3b4750f4532236897,344,1.001135468,0.321739286,-0.003340589,-0.001627225,-0.018470429
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,b799b9c4-8e57-47ad-90bd-ef893c3a74ea,2,M-I,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample1_M-I/code.sv,513cad968f14a697e237edf1ef3450d3c36e81e7b28b44fc2d0af0c1ea141ca1,213,0.998521984,0.455747992,-0.051480807,0.092207298,0.013351911
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,f7fcf90b-5829-498b-b642-1b0a620e2e29,2,C-F,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample2_C-F/code.sv,cded31e0b253db63f75a2753a397f3671c801f8e96640e0e26f1aced19898bf9,319,1.001686454,0.411135674,0.008598340,0.085366443,-0.003509932
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,77c0d609-2912-4b70-87f4-ea955c639bae,2,C-F,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample3_C-F/code.sv,96ac38029403609d992ba7ef44b1b8e0a0938febb96ce8fa1a6a09981c54872f,290,0.998443604,0.384162873,-0.000978985,0.070726007,0.005412891
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,315cadb4-416b-4a36-9055-f77aea64f339,2,M-I,-0.2,0.990852017937,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample4_M-I/code.sv,08adbccd81efd2502a75279ebbc54f62562c2549ea7d0ca9652cda13e0c9a52a,356,0.998903751,0.374074161,0.046374630,0.065206356,-0.046012666
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,e756c2fc-68ae-4b37-be7d-b4c50013ff38,2,M-I,-0.2,0.990852017937,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample5_M-I/code.sv,786a437535aea03022ff0d678c8ea5cd6000cc09473bd54ab962c978220f62d6,194,0.998667657,0.339730054,-0.042836260,0.085540980,-0.027091244
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,76f7605a-1184-468f-8f0b-e468c0748293,2,C-F,0,0.993139013453,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample6_C-F/code.sv,2523c18159e4a41290ee2ab5755bd65cce45b63a520b337afec03b192df749d2,480,0.998214781,0.313924909,0.025585018,0.037888549,0.019295424
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,6c4f6e7b-dea8-443f-a31f-fcc44ee14610,2,M-I,-0.4,0.988430493274,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/Gen2/Prob135_m2014_q6b_sample7_M-I/code.sv,d5c5453a8da81b2660db3f1649ac15ff8a4245d1a3624ea85e645d2b72a4b6dc,347,0.999228656,0.396422446,-0.018338289,0.075919941,0.036733244
